# cid2code.txt (Version 08/28/2009)
#
# The data in this table contains 14 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5079 "Adobe-GB1-5 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 30283 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 14, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "GB-H" and "GB-V" CMaps (GB
#   2312-80 character set, ISO-2022-CN encoding).
#
# o Column 3: Character codes for the "GB-EUC-H" and "GB-EUC-V" CMaps
#   (GB 2312-80 character set, EUC-CN encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "GBpc-EUC-H" and "GBpc-EUC-V"
#   CMaps (MacOS-S character set, EUC-CN encoding, proportional Latin
#   characters).
#
# o Column 5: Character codes for the "GBT-H" and "GBT-V" CMaps (GB/T
#   12345-90 character set, ISO-2022-CN encoding).
#
# o Column 6: Character codes for the "GBT-EUC-H" and "GBT-EUC-V"
#   CMaps (GB/T 12345-90 character set, EUC-CN encoding, half-width
#   Latin characters).
#
# o Column 7: Character codes for the "GBTpc-EUC-H" and "GBTpc-EUC-V"
#   CMaps (GB/T 12345-90 character set for MacOS-S, EUC-CN encoding,
#   proportional Latin characters).
#
# o Column 8: Character codes for the "GBK-EUC-H" and "GBK-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "GBKp-EUC-H" and "GBKp-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, proportional Latin characters).
#
# o Column 10: Character codes for the "GBK2K-H" and "GBK2K-V"
#   CMaps (GB 18030-2000 character set, the mixed one-, two-, and
#   four-byte encoding defined in GB 18030-2000, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniGB-UCS2-H" and "UniGB-UCS2-V"
#   CMaps (Unicode UCS-2/UTF-16 encoding, proportional Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 12: Character codes for the "UniGB-UTF8-H" and "UniGB-UTF8-V"
#   CMaps (Unicode 4.1 UTF-8 encoding, proportional Latin characters).
#
# o Column 13: Character codes for the "UniGB-UTF16-H" and
#   "UniGB-UTF16-V" CMaps (Unicode 4.1 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 14: Character codes for the "UniGB-UTF32-H" and
#   "UniGB-UTF32-V" CMaps (Unicode 4.1 UTF-32 encoding, proportional
#   Latin characters).
#
CID	GB	GB-EUC	GBpc-EUC	GBT	GBT-EUC	GBTpc-EUC	GBK-EUC	GBKp-EUC	GBK2K	UniGB-UCS2	UniGB-UTF8	UniGB-UTF16	UniGB-UTF32
22843	*	*	*	*	*	*	*	*	82309033	353c	e394bc	353c	0000353c
22844	*	*	*	*	*	*	*	*	82309034	353d	e394bd	353d	0000353d
22845	*	*	*	*	*	*	*	*	82309035	353e	e394be	353e	0000353e
22846	*	*	*	*	*	*	*	*	82309036	353f	e394bf	353f	0000353f
22847	*	*	*	*	*	*	*	*	82309037	3540	e39580	3540	00003540
22848	*	*	*	*	*	*	*	*	82309038	3541	e39581	3541	00003541
22849	*	*	*	*	*	*	*	*	82309039	3542	e39582	3542	00003542
22850	*	*	*	*	*	*	*	*	82309130	3543	e39583	3543	00003543
22851	*	*	*	*	*	*	*	*	82309131	3544	e39584	3544	00003544
22852	*	*	*	*	*	*	*	*	82309132	3545	e39585	3545	00003545
22853	*	*	*	*	*	*	*	*	82309133	3546	e39586	3546	00003546
22854	*	*	*	*	*	*	*	*	82309134	3547	e39587	3547	00003547
22855	*	*	*	*	*	*	*	*	82309135	3548	e39588	3548	00003548
22856	*	*	*	*	*	*	*	*	82309136	3549	e39589	3549	00003549
22857	*	*	*	*	*	*	*	*	82309137	354a	e3958a	354a	0000354a
22858	*	*	*	*	*	*	*	*	82309138	354b	e3958b	354b	0000354b
22859	*	*	*	*	*	*	*	*	82309139	354c	e3958c	354c	0000354c
22860	*	*	*	*	*	*	*	*	82309230	354d	e3958d	354d	0000354d
22861	*	*	*	*	*	*	*	*	82309231	354e	e3958e	354e	0000354e
22862	*	*	*	*	*	*	*	*	82309232	354f	e3958f	354f	0000354f
22863	*	*	*	*	*	*	*	*	82309233	3550	e39590	3550	00003550
22864	*	*	*	*	*	*	*	*	82309234	3551	e39591	3551	00003551
22865	*	*	*	*	*	*	*	*	82309235	3552	e39592	3552	00003552
22866	*	*	*	*	*	*	*	*	82309236	3553	e39593	3553	00003553
22867	*	*	*	*	*	*	*	*	82309237	3554	e39594	3554	00003554
22868	*	*	*	*	*	*	*	*	82309238	3555	e39595	3555	00003555
22869	*	*	*	*	*	*	*	*	82309239	3556	e39596	3556	00003556
22870	*	*	*	*	*	*	*	*	82309330	3557	e39597	3557	00003557
22871	*	*	*	*	*	*	*	*	82309331	3558	e39598	3558	00003558
22872	*	*	*	*	*	*	*	*	82309332	3559	e39599	3559	00003559
22873	*	*	*	*	*	*	*	*	82309333	355a	e3959a	355a	0000355a
22874	*	*	*	*	*	*	*	*	82309334	355b	e3959b	355b	0000355b
22875	*	*	*	*	*	*	*	*	82309335	355c	e3959c	355c	0000355c
22876	*	*	*	*	*	*	*	*	82309336	355d	e3959d	355d	0000355d
22877	*	*	*	*	*	*	*	*	82309337	355e	e3959e	355e	0000355e
22878	*	*	*	*	*	*	*	*	82309338	355f	e3959f	355f	0000355f
22879	*	*	*	*	*	*	*	*	82309339	3560	e395a0	3560	00003560
22880	*	*	*	*	*	*	*	*	82309430	3561	e395a1	3561	00003561
22881	*	*	*	*	*	*	*	*	82309431	3562	e395a2	3562	00003562
22882	*	*	*	*	*	*	*	*	82309432	3563	e395a3	3563	00003563
22883	*	*	*	*	*	*	*	*	82309433	3564	e395a4	3564	00003564
22884	*	*	*	*	*	*	*	*	82309434	3565	e395a5	3565	00003565
22885	*	*	*	*	*	*	*	*	82309435	3566	e395a6	3566	00003566
22886	*	*	*	*	*	*	*	*	82309436	3567	e395a7	3567	00003567
22887	*	*	*	*	*	*	*	*	82309437	3568	e395a8	3568	00003568
22888	*	*	*	*	*	*	*	*	82309438	3569	e395a9	3569	00003569
22889	*	*	*	*	*	*	*	*	82309439	356a	e395aa	356a	0000356a
22890	*	*	*	*	*	*	*	*	82309530	356b	e395ab	356b	0000356b
22891	*	*	*	*	*	*	*	*	82309531	356c	e395ac	356c	0000356c
22892	*	*	*	*	*	*	*	*	82309532	356d	e395ad	356d	0000356d
22893	*	*	*	*	*	*	*	*	82309533	356e	e395ae	356e	0000356e
22894	*	*	*	*	*	*	*	*	82309534	356f	e395af	356f	0000356f
22895	*	*	*	*	*	*	*	*	82309535	3570	e395b0	3570	00003570
22896	*	*	*	*	*	*	*	*	82309536	3571	e395b1	3571	00003571
22897	*	*	*	*	*	*	*	*	82309537	3572	e395b2	3572	00003572
22898	*	*	*	*	*	*	*	*	82309538	3573	e395b3	3573	00003573
22899	*	*	*	*	*	*	*	*	82309539	3574	e395b4	3574	00003574
22900	*	*	*	*	*	*	*	*	82309630	3575	e395b5	3575	00003575
22901	*	*	*	*	*	*	*	*	82309631	3576	e395b6	3576	00003576
22902	*	*	*	*	*	*	*	*	82309632	3577	e395b7	3577	00003577
22903	*	*	*	*	*	*	*	*	82309633	3578	e395b8	3578	00003578
22904	*	*	*	*	*	*	*	*	82309634	3579	e395b9	3579	00003579
22905	*	*	*	*	*	*	*	*	82309635	357a	e395ba	357a	0000357a
22906	*	*	*	*	*	*	*	*	82309636	357b	e395bb	357b	0000357b
22907	*	*	*	*	*	*	*	*	82309637	357c	e395bc	357c	0000357c
22908	*	*	*	*	*	*	*	*	82309638	357d	e395bd	357d	0000357d
22909	*	*	*	*	*	*	*	*	82309639	357e	e395be	357e	0000357e
22910	*	*	*	*	*	*	*	*	82309730	357f	e395bf	357f	0000357f
22911	*	*	*	*	*	*	*	*	82309731	3580	e39680	3580	00003580
22912	*	*	*	*	*	*	*	*	82309732	3581	e39681	3581	00003581
22913	*	*	*	*	*	*	*	*	82309733	3582	e39682	3582	00003582
22914	*	*	*	*	*	*	*	*	82309734	3583	e39683	3583	00003583
22915	*	*	*	*	*	*	*	*	82309735	3584	e39684	3584	00003584
22916	*	*	*	*	*	*	*	*	82309736	3585	e39685	3585	00003585
22917	*	*	*	*	*	*	*	*	82309737	3586	e39686	3586	00003586
22918	*	*	*	*	*	*	*	*	82309738	3587	e39687	3587	00003587
22919	*	*	*	*	*	*	*	*	82309739	3588	e39688	3588	00003588
22920	*	*	*	*	*	*	*	*	82309830	3589	e39689	3589	00003589
22921	*	*	*	*	*	*	*	*	82309831	358a	e3968a	358a	0000358a
22922	*	*	*	*	*	*	*	*	82309832	358b	e3968b	358b	0000358b
22923	*	*	*	*	*	*	*	*	82309833	358c	e3968c	358c	0000358c
22924	*	*	*	*	*	*	*	*	82309834	358d	e3968d	358d	0000358d
22925	*	*	*	*	*	*	*	*	82309835	358e	e3968e	358e	0000358e
22926	*	*	*	*	*	*	*	*	82309836	358f	e3968f	358f	0000358f
22927	*	*	*	*	*	*	*	*	82309837	3590	e39690	3590	00003590
22928	*	*	*	*	*	*	*	*	82309838	3591	e39691	3591	00003591
22929	*	*	*	*	*	*	*	*	82309839	3592	e39692	3592	00003592
22930	*	*	*	*	*	*	*	*	82309930	3593	e39693	3593	00003593
22931	*	*	*	*	*	*	*	*	82309931	3594	e39694	3594	00003594
22932	*	*	*	*	*	*	*	*	82309932	3595	e39695	3595	00003595
22933	*	*	*	*	*	*	*	*	82309933	3596	e39696	3596	00003596
22934	*	*	*	*	*	*	*	*	82309934	3597	e39697	3597	00003597
22935	*	*	*	*	*	*	*	*	82309935	3598	e39698	3598	00003598
22936	*	*	*	*	*	*	*	*	82309936	3599	e39699	3599	00003599
22937	*	*	*	*	*	*	*	*	82309937	359a	e3969a	359a	0000359a
22938	*	*	*	*	*	*	*	*	82309938	359b	e3969b	359b	0000359b
22939	*	*	*	*	*	*	*	*	82309939	359c	e3969c	359c	0000359c
22940	*	*	*	*	*	*	*	*	82309a30	359d	e3969d	359d	0000359d
22941	*	*	*	*	*	*	*	*	82309a31	359f	e3969f	359f	0000359f
22942	*	*	*	*	*	*	*	*	82309a32	35a0	e396a0	35a0	000035a0
22943	*	*	*	*	*	*	*	*	82309a33	35a1	e396a1	35a1	000035a1
22944	*	*	*	*	*	*	*	*	82309a34	35a2	e396a2	35a2	000035a2
22945	*	*	*	*	*	*	*	*	82309a35	35a3	e396a3	35a3	000035a3
22946	*	*	*	*	*	*	*	*	82309a36	35a4	e396a4	35a4	000035a4
22947	*	*	*	*	*	*	*	*	82309a37	35a5	e396a5	35a5	000035a5
22948	*	*	*	*	*	*	*	*	82309a38	35a6	e396a6	35a6	000035a6
22949	*	*	*	*	*	*	*	*	82309a39	35a7	e396a7	35a7	000035a7
22950	*	*	*	*	*	*	*	*	82309b30	35a8	e396a8	35a8	000035a8
22951	*	*	*	*	*	*	*	*	82309b31	35a9	e396a9	35a9	000035a9
22952	*	*	*	*	*	*	*	*	82309b32	35aa	e396aa	35aa	000035aa
22953	*	*	*	*	*	*	*	*	82309b33	35ab	e396ab	35ab	000035ab
22954	*	*	*	*	*	*	*	*	82309b34	35ac	e396ac	35ac	000035ac
22955	*	*	*	*	*	*	*	*	82309b35	35ad	e396ad	35ad	000035ad
22956	*	*	*	*	*	*	*	*	82309b36	35ae	e396ae	35ae	000035ae
22957	*	*	*	*	*	*	*	*	82309b37	35af	e396af	35af	000035af
22958	*	*	*	*	*	*	*	*	82309b38	35b0	e396b0	35b0	000035b0
22959	*	*	*	*	*	*	*	*	82309b39	35b1	e396b1	35b1	000035b1
22960	*	*	*	*	*	*	*	*	82309c30	35b2	e396b2	35b2	000035b2
22961	*	*	*	*	*	*	*	*	82309c31	35b3	e396b3	35b3	000035b3
22962	*	*	*	*	*	*	*	*	82309c32	35b4	e396b4	35b4	000035b4
22963	*	*	*	*	*	*	*	*	82309c33	35b5	e396b5	35b5	000035b5
22964	*	*	*	*	*	*	*	*	82309c34	35b6	e396b6	35b6	000035b6
22965	*	*	*	*	*	*	*	*	82309c35	35b7	e396b7	35b7	000035b7
22966	*	*	*	*	*	*	*	*	82309c36	35b8	e396b8	35b8	000035b8
22967	*	*	*	*	*	*	*	*	82309c37	35b9	e396b9	35b9	000035b9
22968	*	*	*	*	*	*	*	*	82309c38	35ba	e396ba	35ba	000035ba
22969	*	*	*	*	*	*	*	*	82309c39	35bb	e396bb	35bb	000035bb
22970	*	*	*	*	*	*	*	*	82309d30	35bc	e396bc	35bc	000035bc
22971	*	*	*	*	*	*	*	*	82309d31	35bd	e396bd	35bd	000035bd
22972	*	*	*	*	*	*	*	*	82309d32	35be	e396be	35be	000035be
22973	*	*	*	*	*	*	*	*	82309d33	35bf	e396bf	35bf	000035bf
22974	*	*	*	*	*	*	*	*	82309d34	35c0	e39780	35c0	000035c0
22975	*	*	*	*	*	*	*	*	82309d35	35c1	e39781	35c1	000035c1
22976	*	*	*	*	*	*	*	*	82309d36	35c2	e39782	35c2	000035c2
22977	*	*	*	*	*	*	*	*	82309d37	35c3	e39783	35c3	000035c3
22978	*	*	*	*	*	*	*	*	82309d38	35c4	e39784	35c4	000035c4
22979	*	*	*	*	*	*	*	*	82309d39	35c5	e39785	35c5	000035c5
22980	*	*	*	*	*	*	*	*	82309e30	35c6	e39786	35c6	000035c6
22981	*	*	*	*	*	*	*	*	82309e31	35c7	e39787	35c7	000035c7
22982	*	*	*	*	*	*	*	*	82309e32	35c8	e39788	35c8	000035c8
22983	*	*	*	*	*	*	*	*	82309e33	35c9	e39789	35c9	000035c9
22984	*	*	*	*	*	*	*	*	82309e34	35ca	e3978a	35ca	000035ca
22985	*	*	*	*	*	*	*	*	82309e35	35cb	e3978b	35cb	000035cb
22986	*	*	*	*	*	*	*	*	82309e36	35cc	e3978c	35cc	000035cc
22987	*	*	*	*	*	*	*	*	82309e37	35cd	e3978d	35cd	000035cd
22988	*	*	*	*	*	*	*	*	82309e38	35ce	e3978e	35ce	000035ce
22989	*	*	*	*	*	*	*	*	82309e39	35cf	e3978f	35cf	000035cf
22990	*	*	*	*	*	*	*	*	82309f30	35d0	e39790	35d0	000035d0
22991	*	*	*	*	*	*	*	*	82309f31	35d1	e39791	35d1	000035d1
22992	*	*	*	*	*	*	*	*	82309f32	35d2	e39792	35d2	000035d2
22993	*	*	*	*	*	*	*	*	82309f33	35d3	e39793	35d3	000035d3
22994	*	*	*	*	*	*	*	*	82309f34	35d4	e39794	35d4	000035d4
22995	*	*	*	*	*	*	*	*	82309f35	35d5	e39795	35d5	000035d5
22996	*	*	*	*	*	*	*	*	82309f36	35d6	e39796	35d6	000035d6
22997	*	*	*	*	*	*	*	*	82309f37	35d7	e39797	35d7	000035d7
22998	*	*	*	*	*	*	*	*	82309f38	35d8	e39798	35d8	000035d8
22999	*	*	*	*	*	*	*	*	82309f39	35d9	e39799	35d9	000035d9
23000	*	*	*	*	*	*	*	*	8230a030	35da	e3979a	35da	000035da
23001	*	*	*	*	*	*	*	*	8230a031	35db	e3979b	35db	000035db
23002	*	*	*	*	*	*	*	*	8230a032	35dc	e3979c	35dc	000035dc
23003	*	*	*	*	*	*	*	*	8230a033	35dd	e3979d	35dd	000035dd
23004	*	*	*	*	*	*	*	*	8230a034	35de	e3979e	35de	000035de
23005	*	*	*	*	*	*	*	*	8230a035	35df	e3979f	35df	000035df
23006	*	*	*	*	*	*	*	*	8230a036	35e0	e397a0	35e0	000035e0
23007	*	*	*	*	*	*	*	*	8230a037	35e1	e397a1	35e1	000035e1
23008	*	*	*	*	*	*	*	*	8230a038	35e2	e397a2	35e2	000035e2
23009	*	*	*	*	*	*	*	*	8230a039	35e3	e397a3	35e3	000035e3
23010	*	*	*	*	*	*	*	*	8230a130	35e4	e397a4	35e4	000035e4
23011	*	*	*	*	*	*	*	*	8230a131	35e5	e397a5	35e5	000035e5
23012	*	*	*	*	*	*	*	*	8230a132	35e6	e397a6	35e6	000035e6
23013	*	*	*	*	*	*	*	*	8230a133	35e7	e397a7	35e7	000035e7
23014	*	*	*	*	*	*	*	*	8230a134	35e8	e397a8	35e8	000035e8
23015	*	*	*	*	*	*	*	*	8230a135	35e9	e397a9	35e9	000035e9
23016	*	*	*	*	*	*	*	*	8230a136	35ea	e397aa	35ea	000035ea
23017	*	*	*	*	*	*	*	*	8230a137	35eb	e397ab	35eb	000035eb
23018	*	*	*	*	*	*	*	*	8230a138	35ec	e397ac	35ec	000035ec
23019	*	*	*	*	*	*	*	*	8230a139	35ed	e397ad	35ed	000035ed
23020	*	*	*	*	*	*	*	*	8230a230	35ee	e397ae	35ee	000035ee
23021	*	*	*	*	*	*	*	*	8230a231	35ef	e397af	35ef	000035ef
23022	*	*	*	*	*	*	*	*	8230a232	35f0	e397b0	35f0	000035f0
23023	*	*	*	*	*	*	*	*	8230a233	35f1	e397b1	35f1	000035f1
23024	*	*	*	*	*	*	*	*	8230a234	35f2	e397b2	35f2	000035f2
23025	*	*	*	*	*	*	*	*	8230a235	35f3	e397b3	35f3	000035f3
23026	*	*	*	*	*	*	*	*	8230a236	35f4	e397b4	35f4	000035f4
23027	*	*	*	*	*	*	*	*	8230a237	35f5	e397b5	35f5	000035f5
23028	*	*	*	*	*	*	*	*	8230a238	35f6	e397b6	35f6	000035f6
23029	*	*	*	*	*	*	*	*	8230a239	35f7	e397b7	35f7	000035f7
23030	*	*	*	*	*	*	*	*	8230a330	35f8	e397b8	35f8	000035f8
23031	*	*	*	*	*	*	*	*	8230a331	35f9	e397b9	35f9	000035f9
23032	*	*	*	*	*	*	*	*	8230a332	35fa	e397ba	35fa	000035fa
23033	*	*	*	*	*	*	*	*	8230a333	35fb	e397bb	35fb	000035fb
23034	*	*	*	*	*	*	*	*	8230a334	35fc	e397bc	35fc	000035fc
23035	*	*	*	*	*	*	*	*	8230a335	35fd	e397bd	35fd	000035fd
23036	*	*	*	*	*	*	*	*	8230a336	35fe	e397be	35fe	000035fe
23037	*	*	*	*	*	*	*	*	8230a337	35ff	e397bf	35ff	000035ff
23038	*	*	*	*	*	*	*	*	8230a338	3600	e39880	3600	00003600
23039	*	*	*	*	*	*	*	*	8230a339	3601	e39881	3601	00003601
23040	*	*	*	*	*	*	*	*	8230a430	3602	e39882	3602	00003602
23041	*	*	*	*	*	*	*	*	8230a431	3603	e39883	3603	00003603
23042	*	*	*	*	*	*	*	*	8230a432	3604	e39884	3604	00003604
23043	*	*	*	*	*	*	*	*	8230a433	3605	e39885	3605	00003605
23044	*	*	*	*	*	*	*	*	8230a434	3606	e39886	3606	00003606
23045	*	*	*	*	*	*	*	*	8230a435	3607	e39887	3607	00003607
23046	*	*	*	*	*	*	*	*	8230a436	3608	e39888	3608	00003608
23047	*	*	*	*	*	*	*	*	8230a437	3609	e39889	3609	00003609
23048	*	*	*	*	*	*	*	*	8230a438	360a	e3988a	360a	0000360a
23049	*	*	*	*	*	*	*	*	8230a439	360b	e3988b	360b	0000360b
23050	*	*	*	*	*	*	*	*	8230a530	360c	e3988c	360c	0000360c
23051	*	*	*	*	*	*	*	*	8230a531	360d	e3988d	360d	0000360d
23052	*	*	*	*	*	*	*	*	8230a532	360f	e3988f	360f	0000360f
23053	*	*	*	*	*	*	*	*	8230a533	3610	e39890	3610	00003610
23054	*	*	*	*	*	*	*	*	8230a534	3611	e39891	3611	00003611
23055	*	*	*	*	*	*	*	*	8230a535	3612	e39892	3612	00003612
23056	*	*	*	*	*	*	*	*	8230a536	3613	e39893	3613	00003613
23057	*	*	*	*	*	*	*	*	8230a537	3614	e39894	3614	00003614
23058	*	*	*	*	*	*	*	*	8230a538	3615	e39895	3615	00003615
23059	*	*	*	*	*	*	*	*	8230a539	3616	e39896	3616	00003616
23060	*	*	*	*	*	*	*	*	8230a630	3617	e39897	3617	00003617
23061	*	*	*	*	*	*	*	*	8230a631	3618	e39898	3618	00003618
23062	*	*	*	*	*	*	*	*	8230a632	3619	e39899	3619	00003619
23063	*	*	*	*	*	*	*	*	8230a633	361b	e3989b	361b	0000361b
23064	*	*	*	*	*	*	*	*	8230a634	361c	e3989c	361c	0000361c
23065	*	*	*	*	*	*	*	*	8230a635	361d	e3989d	361d	0000361d
23066	*	*	*	*	*	*	*	*	8230a636	361e	e3989e	361e	0000361e
23067	*	*	*	*	*	*	*	*	8230a637	361f	e3989f	361f	0000361f
23068	*	*	*	*	*	*	*	*	8230a638	3620	e398a0	3620	00003620
23069	*	*	*	*	*	*	*	*	8230a639	3621	e398a1	3621	00003621
23070	*	*	*	*	*	*	*	*	8230a730	3622	e398a2	3622	00003622
23071	*	*	*	*	*	*	*	*	8230a731	3623	e398a3	3623	00003623
23072	*	*	*	*	*	*	*	*	8230a732	3624	e398a4	3624	00003624
23073	*	*	*	*	*	*	*	*	8230a733	3625	e398a5	3625	00003625
23074	*	*	*	*	*	*	*	*	8230a734	3626	e398a6	3626	00003626
23075	*	*	*	*	*	*	*	*	8230a735	3627	e398a7	3627	00003627
23076	*	*	*	*	*	*	*	*	8230a736	3628	e398a8	3628	00003628
23077	*	*	*	*	*	*	*	*	8230a737	3629	e398a9	3629	00003629
23078	*	*	*	*	*	*	*	*	8230a738	362a	e398aa	362a	0000362a
23079	*	*	*	*	*	*	*	*	8230a739	362b	e398ab	362b	0000362b
23080	*	*	*	*	*	*	*	*	8230a830	362c	e398ac	362c	0000362c
23081	*	*	*	*	*	*	*	*	8230a831	362d	e398ad	362d	0000362d
23082	*	*	*	*	*	*	*	*	8230a832	362e	e398ae	362e	0000362e
23083	*	*	*	*	*	*	*	*	8230a833	362f	e398af	362f	0000362f
23084	*	*	*	*	*	*	*	*	8230a834	3630	e398b0	3630	00003630
23085	*	*	*	*	*	*	*	*	8230a835	3631	e398b1	3631	00003631
23086	*	*	*	*	*	*	*	*	8230a836	3632	e398b2	3632	00003632
23087	*	*	*	*	*	*	*	*	8230a837	3633	e398b3	3633	00003633
23088	*	*	*	*	*	*	*	*	8230a838	3634	e398b4	3634	00003634
23089	*	*	*	*	*	*	*	*	8230a839	3635	e398b5	3635	00003635
23090	*	*	*	*	*	*	*	*	8230a930	3636	e398b6	3636	00003636
23091	*	*	*	*	*	*	*	*	8230a931	3637	e398b7	3637	00003637
23092	*	*	*	*	*	*	*	*	8230a932	3638	e398b8	3638	00003638
23093	*	*	*	*	*	*	*	*	8230a933	3639	e398b9	3639	00003639
23094	*	*	*	*	*	*	*	*	8230a934	363a	e398ba	363a	0000363a
23095	*	*	*	*	*	*	*	*	8230a935	363b	e398bb	363b	0000363b
23096	*	*	*	*	*	*	*	*	8230a936	363c	e398bc	363c	0000363c
23097	*	*	*	*	*	*	*	*	8230a937	363d	e398bd	363d	0000363d
23098	*	*	*	*	*	*	*	*	8230a938	363e	e398be	363e	0000363e
23099	*	*	*	*	*	*	*	*	8230a939	363f	e398bf	363f	0000363f
23100	*	*	*	*	*	*	*	*	8230aa30	3640	e39980	3640	00003640
23101	*	*	*	*	*	*	*	*	8230aa31	3641	e39981	3641	00003641
23102	*	*	*	*	*	*	*	*	8230aa32	3642	e39982	3642	00003642
23103	*	*	*	*	*	*	*	*	8230aa33	3643	e39983	3643	00003643
23104	*	*	*	*	*	*	*	*	8230aa34	3644	e39984	3644	00003644
23105	*	*	*	*	*	*	*	*	8230aa35	3645	e39985	3645	00003645
23106	*	*	*	*	*	*	*	*	8230aa36	3646	e39986	3646	00003646
23107	*	*	*	*	*	*	*	*	8230aa37	3647	e39987	3647	00003647
23108	*	*	*	*	*	*	*	*	8230aa38	3648	e39988	3648	00003648
23109	*	*	*	*	*	*	*	*	8230aa39	3649	e39989	3649	00003649
23110	*	*	*	*	*	*	*	*	8230ab30	364a	e3998a	364a	0000364a
23111	*	*	*	*	*	*	*	*	8230ab31	364b	e3998b	364b	0000364b
23112	*	*	*	*	*	*	*	*	8230ab32	364c	e3998c	364c	0000364c
23113	*	*	*	*	*	*	*	*	8230ab33	364d	e3998d	364d	0000364d
23114	*	*	*	*	*	*	*	*	8230ab34	364e	e3998e	364e	0000364e
23115	*	*	*	*	*	*	*	*	8230ab35	364f	e3998f	364f	0000364f
23116	*	*	*	*	*	*	*	*	8230ab36	3650	e39990	3650	00003650
23117	*	*	*	*	*	*	*	*	8230ab37	3651	e39991	3651	00003651
23118	*	*	*	*	*	*	*	*	8230ab38	3652	e39992	3652	00003652
23119	*	*	*	*	*	*	*	*	8230ab39	3653	e39993	3653	00003653
23120	*	*	*	*	*	*	*	*	8230ac30	3654	e39994	3654	00003654
23121	*	*	*	*	*	*	*	*	8230ac31	3655	e39995	3655	00003655
23122	*	*	*	*	*	*	*	*	8230ac32	3656	e39996	3656	00003656
23123	*	*	*	*	*	*	*	*	8230ac33	3657	e39997	3657	00003657
23124	*	*	*	*	*	*	*	*	8230ac34	3658	e39998	3658	00003658
23125	*	*	*	*	*	*	*	*	8230ac35	3659	e39999	3659	00003659
23126	*	*	*	*	*	*	*	*	8230ac36	365a	e3999a	365a	0000365a
23127	*	*	*	*	*	*	*	*	8230ac37	365b	e3999b	365b	0000365b
23128	*	*	*	*	*	*	*	*	8230ac38	365c	e3999c	365c	0000365c
23129	*	*	*	*	*	*	*	*	8230ac39	365d	e3999d	365d	0000365d
23130	*	*	*	*	*	*	*	*	8230ad30	365e	e3999e	365e	0000365e
23131	*	*	*	*	*	*	*	*	8230ad31	365f	e3999f	365f	0000365f
23132	*	*	*	*	*	*	*	*	8230ad32	3660	e399a0	3660	00003660
23133	*	*	*	*	*	*	*	*	8230ad33	3661	e399a1	3661	00003661
23134	*	*	*	*	*	*	*	*	8230ad34	3662	e399a2	3662	00003662
23135	*	*	*	*	*	*	*	*	8230ad35	3663	e399a3	3663	00003663
23136	*	*	*	*	*	*	*	*	8230ad36	3664	e399a4	3664	00003664
23137	*	*	*	*	*	*	*	*	8230ad37	3665	e399a5	3665	00003665
23138	*	*	*	*	*	*	*	*	8230ad38	3666	e399a6	3666	00003666
23139	*	*	*	*	*	*	*	*	8230ad39	3667	e399a7	3667	00003667
23140	*	*	*	*	*	*	*	*	8230ae30	3668	e399a8	3668	00003668
23141	*	*	*	*	*	*	*	*	8230ae31	3669	e399a9	3669	00003669
23142	*	*	*	*	*	*	*	*	8230ae32	366a	e399aa	366a	0000366a
23143	*	*	*	*	*	*	*	*	8230ae33	366b	e399ab	366b	0000366b
23144	*	*	*	*	*	*	*	*	8230ae34	366c	e399ac	366c	0000366c
23145	*	*	*	*	*	*	*	*	8230ae35	366d	e399ad	366d	0000366d
23146	*	*	*	*	*	*	*	*	8230ae36	366e	e399ae	366e	0000366e
23147	*	*	*	*	*	*	*	*	8230ae37	366f	e399af	366f	0000366f
23148	*	*	*	*	*	*	*	*	8230ae38	3670	e399b0	3670	00003670
23149	*	*	*	*	*	*	*	*	8230ae39	3671	e399b1	3671	00003671
23150	*	*	*	*	*	*	*	*	8230af30	3672	e399b2	3672	00003672
23151	*	*	*	*	*	*	*	*	8230af31	3673	e399b3	3673	00003673
