# cid2code.txt (Version 08/23/2009)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement Technical Note 
# #5080 "Adobe-CNS1-6 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 19155 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 5.2 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 5.2 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 5.2 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
18062	*	*	*	*	*	*	*	702c	e780ac,ef9aa6	702c,f6a6	0000702c,0000f6a6	8df4	*	*	*	*	*	8df4
18063	*	*	*	*	*	*	*	3d91	e3b691,ef9aa7	3d91,f6a7	00003d91,0000f6a7	8df5	*	*	*	*	*	8df5
18064	*	*	*	*	*	*	*	7050	e78190,ef9aa8	7050,f6a8	00007050,0000f6a8	8df6	*	*	*	*	*	8df6
18065	*	*	*	*	*	*	*	7054	e78194,ef9aa9	7054,f6a9	00007054,0000f6a9	8df7	*	*	*	*	*	8df7
18066	*	*	*	*	*	*	*	706f	e781af,ef9aaa	706f,f6aa	0000706f,0000f6aa	8df8	*	*	*	*	*	8df8
18067	*	*	*	*	*	*	*	707f	e781bf,ef9aab	707f,f6ab	0000707f,0000f6ab	8df9	*	*	*	*	*	8df9
18068	*	*	*	*	*	*	*	f6ad	f0a08ca5,ef9aad	d840df25,f6ad	00020325,0000f6ad	8dfb	*	*	*	*	*	8dfb
18069	*	*	*	*	*	*	*	43c1	e48f81,ef9aae	43c1,f6ae	000043c1,0000f6ae	8dfc	*	*	*	*	*	8dfc
18070	*	*	*	*	*	*	*	35f1	e397b1,ef9aaf	35f1,f6af	000035f1,0000f6af	8dfd	*	*	*	*	*	8dfd
18071	*	*	*	*	*	*	*	f6b0	f0a0bb98,ef9ab0	d843ded8,f6b0	00020ed8,0000f6b0	8dfe	*	*	*	*	*	8dfe
18072	*	*	*	*	*	*	*	364e	e3998e,ee8c96	364e,e316	0000364e,0000e316	8e45	*	*	*	*	*	8e45
18073	*	*	*	*	*	*	*	3dad	e3b6ad,ee8cbc	3dad,e33c	00003dad,0000e33c	8e6b	*	*	*	*	*	8e6b
18074	*	*	*	*	*	*	*	e33d	f0a5b1a5,ee8cbd	d857dc65,e33d	00025c65,0000e33d	8e6c	*	*	*	*	*	8e6c
18075	*	*	*	*	*	*	*	667d	e699bd,ee8d87	667d,e347	0000667d,0000e347	8e76	*	*	*	*	*	8e76
18076	*	*	*	*	*	*	*	7c74	e7b1b4,ee8d8c	7c74,e34c	00007c74,0000e34c	8e7b	*	*	*	*	*	8e7b
18077	*	*	*	*	*	*	*	748d	e7928d,ee8d95	748d,e355	0000748d,0000e355	8ea6	*	*	*	*	*	8ea6
18078	*	*	*	*	*	*	*	7e92	e7ba92,ee8da7	7e92,e367	00007e92,0000e367	8eb8	*	*	*	*	*	8eb8
18079	*	*	*	*	*	*	*	4503	e49483,ee8db8	4503,e378	00004503,0000e378	8ec9	*	*	*	*	*	8ec9
18080	*	*	*	*	*	*	*	e394	ee8e94,f0a4beb8	d853dfb8,e394	0000e394,00024fb8	8ee5	*	*	*	*	*	8ee5
18081	*	*	*	*	*	*	*	e39e	ee8e9e,f0a0ac8d	d842df0d,e39e	0000e39e,00020b0d	8eef	*	*	*	*	*	8eef
18082	*	*	*	*	*	*	*	e3a5	ee8ea5,f0a6ac8a	d85adf0a,e3a5	0000e3a5,00026b0a	8ef6	*	*	*	*	*	8ef6
18083	*	*	*	*	*	*	*	347e	e391be,ee8f87	347e,e3c7	0000347e,0000e3c7	8f59	*	*	*	*	*	8f59
18084	*	*	*	*	*	*	*	e3cd	ee8f8d,f0a2bbaf	d84bdeef,e3cd	0000e3cd,00022eef	8f5f	*	*	*	*	*	8f5f
18085	*	*	*	*	*	*	*	e3d5	ee8f95,f0a3b2b5	d84fdcb5,e3d5	0000e3d5,00023cb5	8f67	*	*	*	*	*	8f67
18086	*	*	*	*	*	*	*	e3e7	ee8fa7,f0a6ba99	d85bde99,e3e7	0000e3e7,00026e99	8f79	*	*	*	*	*	8f79
18087	*	*	*	*	*	*	*	*	e89db1,ee8fbc	8771,e3fc	00008771,0000e3fc	8fb0	*	*	*	*	*	8fb0
18088	*	*	*	*	*	*	*	63c1	e68f81,ee9091	63c1,e411	000063c1,0000e411	8fc5	*	*	*	*	*	8fc5
18089	*	*	*	*	*	*	*	7777	e79db7,ee9093	7777,e413	00007777,0000e413	8fc7	*	*	*	*	*	8fc7
18090	*	*	*	*	*	*	*	*	e8a68a,ee9096	898a,e416	0000898a,0000e416	8fca	*	*	*	*	*	8fca
18091	*	*	*	*	*	*	*	e426	ee90a6,f0a3be8f	d84fdf8f,e426	0000e426,00023f8f	8fda	*	*	*	*	*	8fda
18092	*	*	*	*	*	*	*	*	e8ad8c,ee90af	8b4c,e42f	00008b4c,0000e42f	8fe3	*	*	*	*	*	8fe3
18093	*	*	*	*	*	*	*	e448	ee9188,f0a4b389	d853dcc9,e448	0000e448,00024cc9	8ffc	*	*	*	*	*	8ffc
18094	*	*	*	*	*	*	*	492a	e4a4aa,ee91a0	492a,e460	0000492a,0000e460	9055	*	*	*	*	*	9055
18095	*	*	*	*	*	*	*	e467	f0aa8094,ee91a7	d868dc14,e467	0002a014,0000e467	905c	*	*	*	*	*	905c
18096	*	*	*	*	*	*	*	e468	f0a89abc,ee91a8	d861debc,e468	000286bc,0000e468	905d	*	*	*	*	*	905d
18097	*	*	*	*	*	*	*	e469	f0a89481,ee91a9	d861dd01,e469	00028501,0000e469	905e	*	*	*	*	*	905e
18098	*	*	*	*	*	*	*	3af0	e3abb0,ee91ba	3af0,e47a	00003af0,0000e47a	906f	*	*	*	*	*	906f
18099	*	*	*	*	*	*	*	708f	e7828f,ee928f	708f,e48f	0000708f,0000e48f	90a6	*	*	*	*	*	90a6
18100	*	*	*	*	*	*	*	e4a1	ee92a1,f0a299ba	d849de7a,e4a1	0000e4a1,0002267a	90b8	*	*	*	*	*	90b8
18101	*	*	*	*	*	*	*	e50d	ee948d,f0a6a6a8	d85adda8,e50d	0000e50d,000269a8	9165	*	*	*	*	*	9165
18102	*	*	*	*	*	*	*	e516	ee9496,f0a4898b	d850de4b,e516	0000e516,0002424b	916e	*	*	*	*	*	916e
18103	*	*	*	*	*	*	*	6888	e6a288,ee94a6	6888,e526	00006888,0000e526	917e	*	*	*	*	*	917e
18104	*	*	*	*	*	*	*	e528	ee94a8,f0a2859b	d848dd5b,e528	0000e528,0002215b	91a2	*	*	*	*	*	91a2
18105	*	*	*	*	*	*	*	*	e9bda2,ee958e	9f62,e54e	00009f62,0000e54e	91c8	*	*	*	*	*	91c8
18106	*	*	*	*	*	*	*	*	e98f86,ee96a9	93c6,e5a9	000093c6,0000e5a9	9264	*	*	*	*	*	9264
18107	*	*	*	*	*	*	*	e5b2	ee96b2,f0a08dbf	d840df7f,e5b2	0000e5b2,0002037f	926d	*	*	*	*	*	926d
18108	*	*	*	*	*	*	*	9366	e98da6,ee9888	9366,e608	00009366,0000e608	92e5	*	*	*	*	*	92e5
18109	*	*	*	*	*	*	*	928f	e98a8f,ee9895	928f,e615	0000928f,0000e615	92f2	*	*	*	*	*	92f2
18110	*	*	*	*	*	*	*	8614	e89894,ee998a	8614,e64a	00008614,0000e64a	9368	*	*	*	*	*	9368
18111	*	*	*	*	*	*	*	e66a	ee99aa,f0aa919b	d869dc5b,e66a	0000e66a,0002a45b	93aa	*	*	*	*	*	93aa
18112	*	*	*	*	*	*	*	4190	e48690,ee9a82	4190,e682	00004190,0000e682	93c2	*	*	*	*	*	93c2
18113	*	*	*	*	*	*	*	678f	e69e8f,ee9aa5	678f,e6a5	0000678f,0000e6a5	93e5	*	*	*	*	*	93e5
18114	*	*	*	*	*	*	*	681e	e6a09e,ee9aa8	681e,e6a8	0000681e,0000e6a8	93e8	*	*	*	*	*	93e8
18115	*	*	*	*	*	*	*	3863	e3a1a3,ee9aab	3863,e6ab	00003863,0000e6ab	93eb	*	*	*	*	*	93eb
18116	*	*	*	*	*	*	*	e6c5	ee9b85,f0a4a7ac	d852ddec,e6c5	0000e6c5,000249ec	9446	*	*	*	*	*	9446
18117	*	*	*	*	*	*	*	3b19	e3ac99,ee9bb8	3b19,e6f8	00003b19,0000e6f8	9479	*	*	*	*	*	9479
18118	*	*	*	*	*	*	*	*	e89296,ee9ca8	8496,e728	00008496,0000e728	94cb	*	*	*	*	*	94cb
18119	*	*	*	*	*	*	*	e769	ee9da9,f0a4a5a2	d852dd62,e769	0000e769,00024962	954d	*	*	*	*	*	954d
18120	*	*	*	*	*	*	*	39e2	e3a7a2,ee9db6	39e2,e776	000039e2,0000e776	955a	*	*	*	*	*	955a
18121	*	*	*	*	*	*	*	*	e89280,ee9dbb	8480,e77b	00008480,0000e77b	955f	*	*	*	*	*	955f
18122	*	*	*	*	*	*	*	436e	e48dae,ee9f80	436e,e7c0	0000436e,0000e7c0	95c6	*	*	*	*	*	95c6
18123	*	*	*	*	*	*	*	*	e99db1,eea08a	9771,e80a	00009771,0000e80a	9651	*	*	*	*	*	9651
18124	*	*	*	*	*	*	*	*	e9a69b,eea0a3	999b,e823	0000999b,0000e823	966a	*	*	*	*	*	966a
18125	*	*	*	*	*	*	*	492d	e4a4ad,eea1ab	492d,e86b	0000492d,0000e86b	96d4	*	*	*	*	*	96d4
18126	*	*	*	*	*	*	*	6f17	e6bc97,eea4b7	6f17,e937	00006f17,0000e937	9844	*	*	*	*	*	9844
18127	*	*	*	*	*	*	*	e938	f0a78489,eea4b8	d85cdd09,e938	00027109,0000e938	9845	*	*	*	*	*	9845
18128	*	*	*	*	*	*	*	*	e782a6,eea5a2	70a6,e962	000070a6,0000e962	986f	*	*	*	*	*	986f
18129	*	*	*	*	*	*	*	e968	f0a4a98f,eea5a8	d852de4f,e968	00024a4f,0000e968	9875	*	*	*	*	*	9875
18130	*	*	*	*	*	*	*	7e65	e7b9a5,eea5a9	7e65,e969	00007e65,0000e969	9876	*	*	*	*	*	9876
18131	*	*	*	*	*	*	*	5d2f	e5b4af,eea5ab	5d2f,e96b	00005d2f,0000e96b	9878	*	*	*	*	*	9878
18132	*	*	*	*	*	*	*	3df3	e3b7b3,eea5ac	3df3,e96c	00003df3,0000e96c	9879	*	*	*	*	*	9879
18133	*	*	*	*	*	*	*	e96e	f0a4a99d,eea5ae	d852de5d,e96e	00024a5d,0000e96e	987b	*	*	*	*	*	987b
18134	*	*	*	*	*	*	*	e96f	f0a19f9f,eea5af	d845dfdf,e96f	000217df,0000e96f	987c	*	*	*	*	*	987c
18135	*	*	*	*	*	*	*	7da4	e7b6a4,eea5b0	7da4,e970	00007da4,0000e970	987d	*	*	*	*	*	987d
18136	*	*	*	*	*	*	*	8426	e890a6,eea5b1	8426,e971	00008426,0000e971	987e	*	*	*	*	*	987e
18137	*	*	*	*	*	*	*	5485	e59285,eea5b2	5485,e972	00005485,0000e972	98a1	*	*	*	*	*	98a1
18138	*	*	*	*	*	*	*	e973	f0a3abba,eea5b3	d84edefa,e973	00023afa,0000e973	98a2	*	*	*	*	*	98a2
18139	*	*	*	*	*	*	*	e975	f0a08894,eea5b5	d840de14,e975	00020214,0000e975	98a4	*	*	*	*	*	98a4
18140	*	*	*	*	*	*	*	577e	e59dbe,eea5b6	577e,e976	0000577e,0000e976	98a5	*	*	*	*	*	98a5
18141	*	*	*	*	*	*	*	e977	f0a0a395,eea5b7	d842dcd5,e977	000208d5,0000e977	98a6	*	*	*	*	*	98a6
18142	*	*	*	*	*	*	*	e978	f0a09899,eea5b8	d841de19,e978	00020619,0000e978	98a7	*	*	*	*	*	98a7
18143	*	*	*	*	*	*	*	3fe5	e3bfa5,eea5b9	3fe5,e979	00003fe5,0000e979	98a8	*	*	*	*	*	98a8
18144	*	*	*	*	*	*	*	e97a	f0a1be9e,eea5ba	d847df9e,e97a	00021f9e,0000e97a	98a9	*	*	*	*	*	98a9
18145	*	*	*	*	*	*	*	e97b	f0aa8ab6,eea5bb	d868deb6,e97b	0002a2b6,0000e97b	98aa	*	*	*	*	*	98aa
18146	*	*	*	*	*	*	*	7003	e78083,eea5bc	7003,e97c	00007003,0000e97c	98ab	*	*	*	*	*	98ab
18147	*	*	*	*	*	*	*	e97d	f0a9859b,eea5bd	d864dd5b,e97d	0002915b,0000e97d	98ac	*	*	*	*	*	98ac
18148	*	*	*	*	*	*	*	5d70	e5b5b0,eea5be	5d70,e97e	00005d70,0000e97e	98ad	*	*	*	*	*	98ad
18149	*	*	*	*	*	*	*	738f	e78e8f,eea5bf	738f,e97f	0000738f,0000e97f	98ae	*	*	*	*	*	98ae
18150	*	*	*	*	*	*	*	e981	f0a8a999,eea681	d862de59,e981	00028a59,0000e981	98b0	*	*	*	*	*	98b0
18151	*	*	*	*	*	*	*	e982	f0a990a0,eea682	d865dc20,e982	00029420,0000e982	98b1	*	*	*	*	*	98b1
18152	*	*	*	*	*	*	*	4fc8	e4bf88,eea683	4fc8,e983	00004fc8,0000e983	98b2	*	*	*	*	*	98b2
18153	*	*	*	*	*	*	*	7fe7	e7bfa7,eea684	7fe7,e984	00007fe7,0000e984	98b3	*	*	*	*	*	98b3
18154	*	*	*	*	*	*	*	7310	e78c90,eea686	7310,e986	00007310,0000e986	98b5	*	*	*	*	*	98b5
18155	*	*	*	*	*	*	*	7338	e78cb8,eea688	7338,e988	00007338,0000e988	98b7	*	*	*	*	*	98b7
18156	*	*	*	*	*	*	*	7341	e78d81,eea68b	7341,e98b	00007341,0000e98b	98ba	*	*	*	*	*	98ba
18157	*	*	*	*	*	*	*	3ea9	e3baa9,eea68d	3ea9,e98d	00003ea9,0000e98d	98bc	*	*	*	*	*	98bc
18158	*	*	*	*	*	*	*	71f5	e787b5,eea690	71f5,e990	000071f5,0000e990	98bf	*	*	*	*	*	98bf
18159	*	*	*	*	*	*	*	e991	f0a4a3b2,eea691	d852dcf2,e991	000248f2,0000e991	98c0	*	*	*	*	*	98c0
18160	*	*	*	*	*	*	*	73e1	e78fa1,eea692	73e1,e992	000073e1,0000e992	98c1	*	*	*	*	*	98c1
18161	*	*	*	*	*	*	*	3eca	e3bb8a,eea694	3eca,e994	00003eca,0000e994	98c3	*	*	*	*	*	98c3
18162	*	*	*	*	*	*	*	3ed1	e3bb91,eea696	3ed1,e996	00003ed1,0000e996	98c5	*	*	*	*	*	98c5
18163	*	*	*	*	*	*	*	7419	e79099,eea699	7419,e999	00007419,0000e999	98c8	*	*	*	*	*	98c8
18164	*	*	*	*	*	*	*	741e	e7909e,eea69a	741e,e99a	0000741e,0000e99a	98c9	*	*	*	*	*	98c9
18165	*	*	*	*	*	*	*	741f	e7909f,eea69b	741f,e99b	0000741f,0000e99b	98ca	*	*	*	*	*	98ca
18166	*	*	*	*	*	*	*	3ee2	e3bba2,eea69c	3ee2,e99c	00003ee2,0000e99c	98cb	*	*	*	*	*	98cb
18167	*	*	*	*	*	*	*	3ef0	e3bbb0,eea69d	3ef0,e99d	00003ef0,0000e99d	98cc	*	*	*	*	*	98cc
18168	*	*	*	*	*	*	*	3ef4	e3bbb4,eea69e	3ef4,e99e	00003ef4,0000e99e	98cd	*	*	*	*	*	98cd
18169	*	*	*	*	*	*	*	3efa	e3bbba,eea69f	3efa,e99f	00003efa,0000e99f	98ce	*	*	*	*	*	98ce
18170	*	*	*	*	*	*	*	74d3	e79393,eea6a0	74d3,e9a0	000074d3,0000e9a0	98cf	*	*	*	*	*	98cf
18171	*	*	*	*	*	*	*	3f0e	e3bc8e,eea6a1	3f0e,e9a1	00003f0e,0000e9a1	98d0	*	*	*	*	*	98d0
18172	*	*	*	*	*	*	*	3f53	e3bd93,eea6a2	3f53,e9a2	00003f53,0000e9a2	98d1	*	*	*	*	*	98d1
18173	*	*	*	*	*	*	*	756d	e795ad,eea6a4	756d,e9a4	0000756d,0000e9a4	98d3	*	*	*	*	*	98d3
18174	*	*	*	*	*	*	*	7572	e795b2,eea6a5	7572,e9a5	00007572,0000e9a5	98d4	*	*	*	*	*	98d4
18175	*	*	*	*	*	*	*	758d	e7968d,eea6a6	758d,e9a6	0000758d,0000e9a6	98d5	*	*	*	*	*	98d5
18176	*	*	*	*	*	*	*	3f7c	e3bdbc,eea6a7	3f7c,e9a7	00003f7c,0000e9a7	98d6	*	*	*	*	*	98d6
18177	*	*	*	*	*	*	*	75c8	e79788,eea6a8	75c8,e9a8	000075c8,0000e9a8	98d7	*	*	*	*	*	98d7
18178	*	*	*	*	*	*	*	764d	e7998d,eea6ab	764d,e9ab	0000764d,0000e9ab	98da	*	*	*	*	*	98da
18179	*	*	*	*	*	*	*	7674	e799b4,eea6ad	7674,e9ad	00007674,0000e9ad	98dc	*	*	*	*	*	98dc
18180	*	*	*	*	*	*	*	3fdc	e3bf9c,eea6ae	3fdc,e9ae	00003fdc,0000e9ae	98dd	*	*	*	*	*	98dd
18181	*	*	*	*	*	*	*	767a	e799ba,eea6af	767a,e9af	0000767a,0000e9af	98de	*	*	*	*	*	98de
18182	*	*	*	*	*	*	*	7188	e78688,eea6b1	7188,e9b1	00007188,0000e9b1	98e0	*	*	*	*	*	98e0
18183	*	*	*	*	*	*	*	5623	e598a3,eea6b2	5623,e9b2	00005623,0000e9b2	98e1	*	*	*	*	*	98e1
18184	*	*	*	*	*	*	*	8980	e8a680,eea6b3	8980,e9b3	00008980,0000e9b3	98e2	*	*	*	*	*	98e2
18185	*	*	*	*	*	*	*	401d	e4809d,eea6b5	401d,e9b5	0000401d,0000e9b5	98e4	*	*	*	*	*	98e4
18186	*	*	*	*	*	*	*	7743	e79d83,eea6b6	7743,e9b6	00007743,0000e9b6	98e5	*	*	*	*	*	98e5
18187	*	*	*	*	*	*	*	4039	e480b9,eea6b7	4039,e9b7	00004039,0000e9b7	98e6	*	*	*	*	*	98e6
18188	*	*	*	*	*	*	*	4045	e48185,eea6b9	4045,e9b9	00004045,0000e9b9	98e8	*	*	*	*	*	98e8
18189	*	*	*	*	*	*	*	35db	e3979b,eea6ba	35db,e9ba	000035db,0000e9ba	98e9	*	*	*	*	*	98e9
18190	*	*	*	*	*	*	*	7798	e79e98,eea6bb	7798,e9bb	00007798,0000e9bb	98ea	*	*	*	*	*	98ea
18191	*	*	*	*	*	*	*	406a	e481aa,eea6bc	406a,e9bc	0000406a,0000e9bc	98eb	*	*	*	*	*	98eb
18192	*	*	*	*	*	*	*	406f	e481af,eea6bd	406f,e9bd	0000406f,0000e9bd	98ec	*	*	*	*	*	98ec
18193	*	*	*	*	*	*	*	77be	e79ebe,eea6bf	77be,e9bf	000077be,0000e9bf	98ee	*	*	*	*	*	98ee
18194	*	*	*	*	*	*	*	77cb	e79f8b,eea780	77cb,e9c0	000077cb,0000e9c0	98ef	*	*	*	*	*	98ef
18195	*	*	*	*	*	*	*	7818	e7a098,eea782	7818,e9c2	00007818,0000e9c2	98f1	*	*	*	*	*	98f1
18196	*	*	*	*	*	*	*	781c	e7a09c,eea784	781c,e9c4	0000781c,0000e9c4	98f3	*	*	*	*	*	98f3
18197	*	*	*	*	*	*	*	7847	e7a187,eea787	7847,e9c7	00007847,0000e9c7	98f6	*	*	*	*	*	98f6
18198	*	*	*	*	*	*	*	7851	e7a191,eea788	7851,e9c8	00007851,0000e9c8	98f7	*	*	*	*	*	98f7
18199	*	*	*	*	*	*	*	7866	e7a1a6,eea789	7866,e9c9	00007866,0000e9c9	98f8	*	*	*	*	*	98f8
18200	*	*	*	*	*	*	*	8448	e89188,eea78a	8448,e9ca	00008448,0000e9ca	98f9	*	*	*	*	*	98f9
18201	*	*	*	*	*	*	*	e9cb	f0a594b5,eea78b	d855dd35,e9cb	00025535,0000e9cb	98fa	*	*	*	*	*	98fa
18202	*	*	*	*	*	*	*	7933	e7a4b3,eea78c	7933,e9cc	00007933,0000e9cc	98fb	*	*	*	*	*	98fb
18203	*	*	*	*	*	*	*	7932	e7a4b2,eea78e	7932,e9ce	00007932,0000e9ce	98fd	*	*	*	*	*	98fd
18204	*	*	*	*	*	*	*	4109	e48489,eea790	4109,e9d0	00004109,0000e9d0	9940	*	*	*	*	*	9940
18205	*	*	*	*	*	*	*	7991	e7a691,eea791	7991,e9d1	00007991,0000e9d1	9941	*	*	*	*	*	9941
18206	*	*	*	*	*	*	*	7a06	e7a886,eea794	7a06,e9d4	00007a06,0000e9d4	9944	*	*	*	*	*	9944
18207	*	*	*	*	*	*	*	4167	e485a7,eea796	4167,e9d6	00004167,0000e9d6	9946	*	*	*	*	*	9946
18208	*	*	*	*	*	*	*	41b2	e486b2,eea798	41b2,e9d8	000041b2,0000e9d8	9948	*	*	*	*	*	9948
18209	*	*	*	*	*	*	*	7abc	e7aabc,eea799	7abc,e9d9	00007abc,0000e9d9	9949	*	*	*	*	*	9949
18210	*	*	*	*	*	*	*	8279	e889b9,eea79a	8279,e9da	00008279,0000e9da	994a	*	*	*	*	*	994a
18211	*	*	*	*	*	*	*	41c4	e48784,eea79b	41c4,e9db	000041c4,0000e9db	994b	*	*	*	*	*	994b
18212	*	*	*	*	*	*	*	7acf	e7ab8f,eea79c	7acf,e9dc	00007acf,0000e9dc	994c	*	*	*	*	*	994c
18213	*	*	*	*	*	*	*	7adb	e7ab9b,eea79d	7adb,e9dd	00007adb,0000e9dd	994d	*	*	*	*	*	994d
18214	*	*	*	*	*	*	*	41cf	e4878f,eea79e	41cf,e9de	000041cf,0000e9de	994e	*	*	*	*	*	994e
18215	*	*	*	*	*	*	*	7b62	e7ada2,eea7a0	7b62,e9e0	00007b62,0000e9e0	9950	*	*	*	*	*	9950
18216	*	*	*	*	*	*	*	7b6c	e7adac,eea7a1	7b6c,e9e1	00007b6c,0000e9e1	9951	*	*	*	*	*	9951
18217	*	*	*	*	*	*	*	7b7b	e7adbb,eea7a2	7b7b,e9e2	00007b7b,0000e9e2	9952	*	*	*	*	*	9952
18218	*	*	*	*	*	*	*	7c12	e7b092,eea7a3	7c12,e9e3	00007c12,0000e9e3	9953	*	*	*	*	*	9953
18219	*	*	*	*	*	*	*	4260	e489a0,eea7a5	4260,e9e5	00004260,0000e9e5	9955	*	*	*	*	*	9955
18220	*	*	*	*	*	*	*	427a	e489ba,eea7a6	427a,e9e6	0000427a,0000e9e6	9956	*	*	*	*	*	9956
18221	*	*	*	*	*	*	*	7c7b	e7b1bb,eea7a7	7c7b,e9e7	00007c7b,0000e9e7	9957	*	*	*	*	*	9957
18222	*	*	*	*	*	*	*	7c9c	e7b29c,eea7a8	7c9c,e9e8	00007c9c,0000e9e8	9958	*	*	*	*	*	9958
18223	*	*	*	*	*	*	*	428c	e48a8c,eea7a9	428c,e9e9	0000428c,0000e9e9	9959	*	*	*	*	*	9959
18224	*	*	*	*	*	*	*	7cb8	e7b2b8,eea7aa	7cb8,e9ea	00007cb8,0000e9ea	995a	*	*	*	*	*	995a
18225	*	*	*	*	*	*	*	4294	e48a94,eea7ab	4294,e9eb	00004294,0000e9eb	995b	*	*	*	*	*	995b
18226	*	*	*	*	*	*	*	8f93	e8be93,eea7ad	8f93,e9ed	00008f93,0000e9ed	995d	*	*	*	*	*	995d
18227	*	*	*	*	*	*	*	70c0	e78380,eea7ae	70c0,e9ee	000070c0,0000e9ee	995e	*	*	*	*	*	995e
18228	*	*	*	*	*	*	*	e9ef	f0a0b38f,eea7af	d843dccf,e9ef	00020ccf,0000e9ef	995f	*	*	*	*	*	995f
18229	*	*	*	*	*	*	*	7dcf	e7b78f,eea7b0	7dcf,e9f0	00007dcf,0000e9f0	9960	*	*	*	*	*	9960
18230	*	*	*	*	*	*	*	7dd4	e7b794,eea7b1	7dd4,e9f1	00007dd4,0000e9f1	9961	*	*	*	*	*	9961
